N,P,K,temperature,humidity,ph,rainfall,label
49.79,27.69,53.05,26.98,90.32,5.62,239.28,cinnamon_moist_tolerant_54
116.38,43.29,19.78,21.95,81.27,6.8,98.53,cotton_hill_variety_54
104.21,44.8,20.8,20.86,81.27,6.77,106.07,cotton_hill_variety_54
101.96,45.95,19.19,22.26,83.4,6.66,95.59,cotton_hill_variety_54
106.11,47.94,19.97,20.65,79.68,7.01,95.89,cotton_hill_variety_54
101.6,42.93,21.64,21.08,83.27,6.95,109.56,cotton_hill_variety_54
105.15,42.78,19.43,21.2,86.52,7.11,89.22,cotton_hill_variety_54
106.28,40.04,19.61,23.43,85.53,6.76,96.31,cotton_hill_variety_54
97.78,45.28,20.35,21.07,83.76,6.7,92.67,cotton_hill_variety_54
112.21,45.21,22.86,21.01,86.27,6.89,93.36,cotton_hill_variety_54
105.38,41.21,18.34,21.6,81.94,6.73,99.13,cotton_hill_variety_54
112.93,44.03,16.39,20.6,88.85,6.75,95.8,cotton_hill_variety_54
101.48,46.71,20.14,21.75,82.91,6.89,100.15,cotton_hill_variety_54
101.03,42.43,18.17,20.47,82.44,6.57,99.2,cotton_hill_variety_54
102.19,44.12,20.98,20.14,80.97,6.62,91.46,cotton_hill_variety_54
100.81,43.31,20.1,21.28,83.37,7.13,91.03,cotton_hill_variety_54
111.61,44.42,19.61,22.13,87.74,6.95,99.97,cotton_hill_variety_54
106.09,46.98,22.53,19.98,86.55,6.18,90.46,cotton_hill_variety_54
109.21,45.84,20.66,21.36,81.01,6.58,93.61,cotton_hill_variety_54
106.4,40.61,22.71,20.64,89.85,7.06,97.9,cotton_hill_variety_54
107.93,46.04,21.97,21.81,83.78,6.61,100.45,cotton_hill_variety_54
104.74,44.35,16.71,21.63,81.61,6.69,96.62,cotton_hill_variety_54
105.77,43.64,20.05,21.18,85.51,6.59,101.52,cotton_hill_variety_54
106.31,47.08,18.3,21.48,85.59,6.83,94.45,cotton_hill_variety_54
107.45,41.98,20.98,22.94,83.38,6.47,99.11,cotton_hill_variety_54
102.22,44.98,21.73,22.49,82.21,6.62,95.3,cotton_hill_variety_54
88.49,50.35,41.34,27.6,79.97,7.04,167.84,jute_plains_variety_54
83.85,52.5,40.19,25.55,74.25,6.62,167.57,jute_plains_variety_54
84.07,48.3,38.31,26.8,76.76,6.74,155.62,jute_plains_variety_54
88.95,49.9,37.83,26.63,75.7,6.7,162.12,jute_plains_variety_54
86.7,51.45,37.62,26.59,77.46,6.58,159.33,jute_plains_variety_54
80.64,47.48,37.17,25.52,75.75,6.7,157.65,jute_plains_variety_54
95.79,45.32,37.36,27.79,76.75,6.49,178.19,jute_plains_variety_54
76.41,45.99,39.46,27.05,73.18,6.78,160.01,jute_plains_variety_54
78.51,51.25,40.96,26.53,73.62,6.21,171.59,jute_plains_variety_54
90.58,53.92,44.26,26.01,76.19,6.88,162.89,jute_plains_variety_54
89.86,47.32,40.01,26.84,75.76,6.54,161.03,jute_plains_variety_54
87.04,47.09,36.57,27.27,76.48,6.52,171.99,jute_plains_variety_54
83.79,55.0,41.44,26.3,76.67,6.92,173.12,jute_plains_variety_54
83.86,43.48,40.44,26.54,78.16,6.72,160.95,jute_plains_variety_54
85.8,52.0,40.84,26.73,75.29,6.68,170.99,jute_plains_variety_54
84.41,50.3,40.56,25.71,74.79,6.56,161.52,jute_plains_variety_54
82.15,49.23,38.48,25.24,80.26,6.61,162.84,jute_plains_variety_54
86.33,49.38,40.91,25.9,78.76,7.0,164.82,jute_plains_variety_54
88.51,49.55,41.01,25.71,77.57,6.81,168.5,jute_plains_variety_54
84.39,49.38,37.68,26.62,76.85,6.9,173.94,jute_plains_variety_54
88.83,50.21,40.22,27.33,80.57,6.46,157.11,jute_plains_variety_54
84.31,44.68,39.73,26.57,76.61,7.04,163.9,jute_plains_variety_54
83.35,49.62,41.0,25.91,78.21,6.67,152.73,jute_plains_variety_54
85.79,51.09,44.56,25.91,78.84,6.52,159.96,jute_plains_variety_54
91.84,46.51,39.49,26.21,80.44,6.67,164.0,jute_plains_variety_54
100.36,30.51,32.14,24.39,61.31,6.63,149.59,coffee_sweet_variety_54
107.34,29.62,32.89,26.07,59.88,6.6,162.17,coffee_sweet_variety_54
107.22,29.95,34.06,25.44,62.12,6.59,162.46,coffee_sweet_variety_54
110.97,29.48,33.2,25.56,58.86,7.19,169.94,coffee_sweet_variety_54
97.67,28.58,31.18,26.25,59.83,6.68,158.77,coffee_sweet_variety_54
108.33,31.48,28.82,26.59,60.29,6.79,162.55,coffee_sweet_variety_54
93.21,31.89,32.88,26.77,57.2,6.41,156.64,coffee_sweet_variety_54
100.99,32.72,29.95,26.21,59.49,6.64,154.21,coffee_sweet_variety_54
99.17,30.25,31.73,25.46,57.53,6.67,165.51,coffee_sweet_variety_54
106.03,31.72,32.31,24.8,58.95,7.12,164.5,coffee_sweet_variety_54
92.67,27.71,31.51,26.96,56.16,7.0,150.74,coffee_sweet_variety_54
104.77,30.25,32.42,26.52,56.98,6.46,160.38,coffee_sweet_variety_54
93.17,30.07,29.13,25.09,62.29,6.89,156.07,coffee_sweet_variety_54
103.57,30.88,31.91,26.71,62.01,6.66,164.2,coffee_sweet_variety_54
103.84,29.02,34.34,26.32,59.66,6.69,158.34,coffee_sweet_variety_54
101.11,29.73,31.34,25.18,60.19,6.48,159.48,coffee_sweet_variety_54
108.45,29.25,33.25,24.98,57.89,6.72,165.0,coffee_sweet_variety_54
98.31,31.8,31.27,27.02,56.52,6.7,163.11,coffee_sweet_variety_54
104.57,30.26,31.09,25.3,61.57,6.36,152.13,coffee_sweet_variety_54
103.1,30.48,30.88,26.48,60.74,6.88,160.0,coffee_sweet_variety_54
110.54,29.21,29.58,26.09,58.5,6.91,160.42,coffee_sweet_variety_54
94.33,31.75,32.45,24.17,58.08,6.66,153.91,coffee_sweet_variety_54
110.71,31.15,31.63,25.98,60.12,6.86,162.11,coffee_sweet_variety_54
108.87,30.47,30.2,25.8,59.94,6.95,163.16,coffee_sweet_variety_54
104.56,29.11,30.83,26.81,61.04,6.56,150.37,coffee_sweet_variety_54
21.31,17.62,32.04,27.45,97.43,5.4,179.74,coconut_grade_a_54
22.64,16.57,32.0,29.23,97.17,6.01,173.62,coconut_grade_a_54
22.8,17.68,31.25,28.81,90.83,5.84,167.1,coconut_grade_a_54
21.99,16.49,34.04,26.95,100.0,5.69,172.28,coconut_grade_a_54
23.64,19.74,28.86,26.47,92.49,6.1,188.83,coconut_grade_a_54
22.37,18.49,33.99,27.63,98.65,5.74,176.32,coconut_grade_a_54
22.1,21.72,33.02,26.82,93.92,5.85,186.47,coconut_grade_a_54
23.25,17.04,32.48,28.75,97.41,6.03,165.27,coconut_grade_a_54
25.2,18.71,34.43,28.93,93.49,6.01,173.3,coconut_grade_a_54
22.57,20.13,31.85,27.56,95.89,5.97,166.65,coconut_grade_a_54
22.35,17.67,31.94,27.91,93.55,5.76,172.07,coconut_grade_a_54
21.28,17.37,31.24,27.56,87.74,5.49,172.7,coconut_grade_a_54
21.89,16.78,30.84,25.97,94.05,5.88,182.62,coconut_grade_a_54
19.98,16.02,32.94,28.98,99.55,5.93,180.31,coconut_grade_a_54
22.22,18.65,36.31,26.57,92.86,5.5,177.72,coconut_grade_a_54
21.46,18.07,32.17,27.05,96.72,5.74,163.28,coconut_grade_a_54
21.8,18.9,33.53,28.56,91.06,5.82,176.83,coconut_grade_a_54
23.24,18.99,30.66,26.16,94.03,5.85,162.45,coconut_grade_a_54
22.61,15.1,33.06,27.48,94.62,5.76,177.99,coconut_grade_a_54
24.06,17.56,33.36,26.98,93.66,5.47,177.1,coconut_grade_a_54
24.19,17.59,34.21,27.85,92.95,5.63,177.47,coconut_grade_a_54
21.96,18.06,30.98,27.38,91.4,6.03,177.83,coconut_grade_a_54
23.34,15.84,34.61,28.52,97.04,5.62,186.19,coconut_grade_a_54
22.74,17.97,30.94,28.42,94.51,5.71,176.65,coconut_grade_a_54
23.19,16.82,36.93,28.6,89.18,5.42,175.8,coconut_grade_a_54
73.61,27.11,41.3,21.1,86.72,4.93,221.3,tea_export_quality_54
69.12,28.31,42.29,20.12,87.48,5.21,218.74,tea_export_quality_54
74.99,24.05,40.02,20.83,89.04,5.08,208.88,tea_export_quality_54
70.83,24.54,43.0,20.93,85.99,5.53,221.66,tea_export_quality_54
79.17,24.38,44.78,21.43,82.41,5.21,209.27,tea_export_quality_54
70.69,24.31,44.88,21.12,88.26,5.24,207.14,tea_export_quality_54
70.48,27.91,40.74,21.99,85.03,5.13,207.78,tea_export_quality_54
74.08,24.13,40.45,22.11,89.17,5.08,224.46,tea_export_quality_54
69.51,24.84,42.43,21.63,88.34,5.04,213.5,tea_export_quality_54
71.13,26.0,45.04,22.05,85.42,5.72,208.78,tea_export_quality_54
74.95,24.98,40.32,20.66,84.83,5.22,205.75,tea_export_quality_54
75.9,27.63,42.18,22.57,84.81,5.1,210.76,tea_export_quality_54
74.36,26.56,39.64,20.26,87.16,5.26,209.13,tea_export_quality_54
70.15,25.57,47.7,20.38,87.59,5.31,205.5,tea_export_quality_54
76.0,27.86,42.39,21.78,86.23,5.01,210.49,tea_export_quality_54
66.44,27.31,45.99,22.7,86.94,5.09,216.27,tea_export_quality_54
69.02,28.18,41.26,21.38,91.27,5.33,241.12,tea_export_quality_54
74.1,23.43,44.38,22.6,91.04,5.12,210.12,tea_export_quality_54
70.64,26.08,40.72,21.1,84.69,4.98,214.48,tea_export_quality_54
72.31,25.66,43.28,21.01,89.52,5.12,205.76,tea_export_quality_54
75.5,26.01,41.39,21.73,86.53,5.04,230.19,tea_export_quality_54
71.48,26.55,40.95,21.72,84.51,5.5,214.57,tea_export_quality_54
71.5,26.55,42.93,23.08,89.12,5.32,217.64,tea_export_quality_54
69.01,26.76,41.97,21.15,84.89,4.72,217.15,tea_export_quality_54
74.13,25.75,39.16,20.57,84.88,5.15,237.06,tea_export_quality_54
128.94,52.56,52.57,28.8,79.36,6.88,176.86,sugarcane_early_season_55
125.2,51.16,59.01,28.06,77.95,6.93,162.77,sugarcane_early_season_55
124.08,53.85,55.58,28.87,81.69,6.81,156.58,sugarcane_early_season_55
124.26,50.42,59.6,26.63,80.4,6.97,169.72,sugarcane_early_season_55
118.88,51.53,55.33,28.68,75.63,6.91,170.73,sugarcane_early_season_55
121.62,53.37,55.44,27.94,74.8,6.78,163.76,sugarcane_early_season_55
130.65,49.75,53.11,27.53,70.99,6.68,167.6,sugarcane_early_season_55
119.29,45.61,57.1,27.81,72.3,7.04,158.87,sugarcane_early_season_55
121.26,56.56,55.03,29.43,72.51,6.71,164.52,sugarcane_early_season_55
121.78,53.6,58.87,28.37,75.43,7.0,171.66,sugarcane_early_season_55
118.84,49.24,61.87,28.54,74.15,6.75,163.97,sugarcane_early_season_55
124.67,49.61,58.37,28.71,75.46,6.65,153.57,sugarcane_early_season_55
123.42,45.75,61.84,27.67,77.67,6.65,156.34,sugarcane_early_season_55
116.97,52.71,56.28,28.33,77.41,6.84,165.53,sugarcane_early_season_55
119.44,50.07,61.85,27.5,74.23,6.93,162.94,sugarcane_early_season_55
122.42,54.98,63.43,27.59,77.37,7.01,161.3,sugarcane_early_season_55
117.96,49.41,56.17,27.5,76.58,6.71,168.37,sugarcane_early_season_55
115.27,47.57,55.35,27.57,76.05,6.91,172.58,sugarcane_early_season_55
117.15,48.84,54.27,26.34,77.87,7.06,153.29,sugarcane_early_season_55
122.51,52.79,53.65,27.54,76.12,6.97,161.33,sugarcane_early_season_55
119.83,46.11,56.42,27.94,77.17,7.19,157.29,sugarcane_early_season_55
126.15,53.69,57.4,27.33,73.96,7.03,163.08,sugarcane_early_season_55
130.05,49.15,55.61,27.23,73.69,6.73,169.39,sugarcane_early_season_55
118.43,51.64,60.85,27.58,77.5,6.85,165.08,sugarcane_early_season_55
118.18,45.48,56.76,28.71,74.99,6.99,159.26,sugarcane_early_season_55
67.56,46.06,82.79,25.45,67.27,6.39,94.43,tobacco_late_season_55
64.41,44.68,81.25,25.02,68.63,5.97,103.58,tobacco_late_season_55
65.4,42.03,66.94,24.51,71.4,6.3,103.76,tobacco_late_season_55
66.58,43.47,80.68,25.05,71.88,6.5,98.52,tobacco_late_season_55
68.51,47.54,81.23,24.41,70.53,5.97,95.45,tobacco_late_season_55
64.69,48.86,80.03,24.92,69.01,6.34,95.1,tobacco_late_season_55
71.76,49.55,74.64,25.58,66.33,6.24,97.7,tobacco_late_season_55
64.92,44.97,70.73,24.76,71.35,6.66,97.16,tobacco_late_season_55
58.09,49.44,82.86,24.4,72.13,6.1,92.55,tobacco_late_season_55
63.11,45.55,73.42,24.6,68.64,6.32,96.83,tobacco_late_season_55
65.32,46.51,77.84,24.0,72.3,6.57,95.47,tobacco_late_season_55
68.11,49.92,76.53,24.14,67.49,6.05,99.97,tobacco_late_season_55
70.66,47.19,81.03,24.79,70.96,6.39,97.57,tobacco_late_season_55
66.82,46.51,72.39,24.36,69.03,6.46,99.89,tobacco_late_season_55
66.33,46.78,71.2,24.93,68.21,6.49,98.66,tobacco_late_season_55
65.91,46.27,84.44,25.5,67.61,6.21,91.92,tobacco_late_season_55
68.48,48.6,74.47,25.78,69.47,6.09,91.24,tobacco_late_season_55
68.21,44.32,80.01,24.37,68.43,6.25,96.71,tobacco_late_season_55
60.82,48.02,79.72,24.66,68.66,6.44,91.52,tobacco_late_season_55
59.87,43.35,74.34,25.32,70.29,5.9,100.03,tobacco_late_season_55
66.31,52.47,81.94,25.55,72.27,6.15,96.74,tobacco_late_season_55
64.49,49.66,85.45,23.75,72.3,6.05,100.65,tobacco_late_season_55
63.9,48.06,77.24,24.06,65.33,6.27,102.9,tobacco_late_season_55
67.37,47.54,77.89,25.19,72.06,6.5,92.37,tobacco_late_season_55
67.36,44.87,78.51,24.77,66.86,6.34,97.59,tobacco_late_season_55
67.86,32.84,47.0,27.67,89.35,5.39,242.63,rubber_hybrid_55
64.41,32.17,46.53,28.8,87.3,5.79,250.42,rubber_hybrid_55
64.62,30.59,49.03,29.46,86.1,5.29,249.71,rubber_hybrid_55
61.16,33.07,46.69,28.65,82.6,5.46,236.8,rubber_hybrid_55
63.15,36.06,47.41,28.19,89.8,5.62,243.85,rubber_hybrid_55
65.54,35.01,43.82,27.44,88.87,5.17,239.35,rubber_hybrid_55
67.14,32.79,47.85,28.09,82.8,5.52,254.23,rubber_hybrid_55
61.37,31.1,44.36,27.92,87.31,5.5,259.96,rubber_hybrid_55
65.82,34.09,48.32,27.54,84.21,5.43,235.41,rubber_hybrid_55
64.04,33.37,45.32,26.13,85.76,4.97,250.51,rubber_hybrid_55
65.29,29.32,45.57,27.19,88.13,5.48,252.88,rubber_hybrid_55
61.47,30.29,45.96,27.33,86.52,5.09,257.68,rubber_hybrid_55
65.29,36.47,47.38,27.9,88.93,5.67,256.41,rubber_hybrid_55
66.76,30.74,48.32,27.36,89.0,4.97,262.15,rubber_hybrid_55
65.27,32.38,50.91,28.95,90.38,5.71,255.54,rubber_hybrid_55
60.14,33.96,49.08,28.67,82.59,5.21,242.73,rubber_hybrid_55
68.21,32.52,47.46,27.05,90.45,5.19,251.75,rubber_hybrid_55
62.25,31.75,49.0,27.6,81.42,5.27,258.91,rubber_hybrid_55
63.2,34.29,44.89,27.55,87.86,5.24,245.72,rubber_hybrid_55
64.85,33.51,47.52,27.92,83.98,5.55,258.38,rubber_hybrid_55
65.06,33.38,51.9,28.44,89.73,5.28,249.88,rubber_hybrid_55
68.81,30.99,44.18,27.69,88.04,5.42,252.77,rubber_hybrid_55
57.32,32.63,49.15,27.48,86.03,5.25,246.67,rubber_hybrid_55
65.85,34.6,47.77,28.91,85.46,5.53,258.44,rubber_hybrid_55
66.57,32.69,44.74,26.85,87.84,5.71,248.76,rubber_hybrid_55
48.96,31.52,44.81,26.46,82.77,5.77,190.69,cocoa_dwarf_55
48.27,31.09,42.88,26.49,83.26,6.07,176.46,cocoa_dwarf_55
51.8,27.89,43.72,26.54,86.66,5.79,194.78,cocoa_dwarf_55
51.52,27.58,43.39,26.39,85.55,5.93,193.97,cocoa_dwarf_55
49.95,29.45,44.03,25.31,83.02,6.04,186.56,cocoa_dwarf_55
50.54,33.5,51.49,25.51,89.78,5.8,190.65,cocoa_dwarf_55
50.16,28.47,45.66,26.29,86.49,5.69,184.42,cocoa_dwarf_55
47.03,31.12,47.53,25.02,81.87,6.16,181.42,cocoa_dwarf_55
48.88,30.44,45.4,27.0,82.76,6.45,192.44,cocoa_dwarf_55
51.65,28.16,42.21,25.21,83.06,6.33,183.26,cocoa_dwarf_55
47.87,27.51,47.09,27.4,85.26,5.53,192.83,cocoa_dwarf_55
49.2,29.41,44.79,26.52,86.85,6.02,210.57,cocoa_dwarf_55
51.18,30.69,44.67,25.36,87.87,6.12,190.74,cocoa_dwarf_55
45.89,34.37,45.78,24.88,79.78,6.36,193.19,cocoa_dwarf_55
52.45,34.27,46.08,27.06,84.69,6.15,191.0,cocoa_dwarf_55
52.97,31.31,48.74,26.06,84.1,6.14,175.95,cocoa_dwarf_55
49.51,31.24,45.24,25.38,86.39,6.18,186.14,cocoa_dwarf_55
49.58,30.76,42.71,28.21,86.39,5.66,172.14,cocoa_dwarf_55
47.64,29.28,45.51,26.69,86.76,5.96,196.03,cocoa_dwarf_55
51.38,29.57,48.12,26.37,83.87,6.21,184.72,cocoa_dwarf_55
48.81,28.9,46.06,25.43,88.14,6.17,187.89,cocoa_dwarf_55
49.12,29.31,45.47,26.81,82.43,5.77,188.18,cocoa_dwarf_55
50.85,31.22,42.11,26.26,88.35,6.03,189.88,cocoa_dwarf_55
47.77,29.4,47.76,25.98,87.05,6.21,200.66,cocoa_dwarf_55
46.5,29.3,49.38,26.94,81.69,6.02,179.11,cocoa_dwarf_55
41.97,25.67,38.86,28.39,67.26,6.42,123.65,cashew_high_yield_55
38.38,26.51,36.98,26.72,65.38,6.42,128.58,cashew_high_yield_55
44.12,29.08,35.36,28.02,69.34,6.53,117.94,cashew_high_yield_55
39.23,25.81,36.07,27.88,67.71,6.04,128.01,cashew_high_yield_55
44.02,28.97,36.39,26.83,66.81,6.01,126.36,cashew_high_yield_55
43.09,27.6,35.76,28.28,62.79,6.37,118.31,cashew_high_yield_55
41.22,26.62,38.12,27.35,69.46,6.13,122.93,cashew_high_yield_55
45.06,29.24,32.41,27.36,65.04,6.47,119.7,cashew_high_yield_55
45.03,26.09,37.97,27.93,67.12,6.67,125.54,cashew_high_yield_55
42.07,27.81,35.62,27.84,63.81,6.18,118.41,cashew_high_yield_55
42.46,29.76,35.57,27.02,68.14,6.17,133.98,cashew_high_yield_55
40.03,24.76,36.21,26.15,66.57,6.1,124.6,cashew_high_yield_55
45.65,27.16,33.63,27.72,67.65,6.23,125.65,cashew_high_yield_55
42.61,29.9,36.05,27.17,68.19,6.39,129.36,cashew_high_yield_55
46.21,27.12,36.23,27.61,67.75,6.2,121.85,cashew_high_yield_55
45.83,25.7,38.33,27.36,65.43,6.62,125.9,cashew_high_yield_55
42.33,30.31,36.48,27.72,65.71,6.49,125.98,cashew_high_yield_55
39.32,28.65,34.82,26.47,65.44,6.33,121.17,cashew_high_yield_55
42.88,27.48,36.95,27.47,68.06,6.24,122.01,cashew_high_yield_55
41.0,27.54,37.37,27.23,66.62,5.86,128.92,cashew_high_yield_55
42.35,25.84,35.99,27.72,64.35,6.55,123.6,cashew_high_yield_55
44.51,27.87,39.16,27.4,69.76,6.2,123.47,cashew_high_yield_55
46.01,30.13,34.96,27.92,66.91,6.45,133.66,cashew_high_yield_55
41.74,26.55,36.98,25.62,68.36,6.21,133.16,cashew_high_yield_55
48.46,27.83,37.83,26.85,64.49,5.86,121.36,cashew_high_yield_55
42.83,36.55,55.12,20.7,51.2,6.84,54.54,almond_organic_55
46.58,35.37,56.08,20.13,50.09,7.14,61.34,almond_organic_55
47.24,36.92,56.7,20.86,50.32,6.92,55.84,almond_organic_55
45.71,34.96,58.02,19.84,50.75,6.92,58.69,almond_organic_55
45.33,34.22,57.13,20.58,51.18,7.09,52.99,almond_organic_55
42.96,39.37,59.49,21.11,49.18,7.14,58.61,almond_organic_55
41.12,36.7,55.99,20.45,49.07,6.78,60.75,almond_organic_55
42.59,37.34,52.99,20.76,52.26,7.38,56.67,almond_organic_55
44.33,35.94,55.7,20.91,51.19,7.24,62.44,almond_organic_55
43.18,39.16,59.55,21.57,50.4,7.32,54.53,almond_organic_55
39.12,36.78,60.43,20.91,50.47,6.93,56.88,almond_organic_55
43.72,39.49,59.52,20.65,51.58,7.11,54.18,almond_organic_55
45.96,35.95,62.46,21.13,50.52,7.01,58.12,almond_organic_55
48.94,35.55,54.76,21.29,48.47,7.28,54.86,almond_organic_55
41.64,35.24,60.91,20.19,51.86,6.74,56.13,almond_organic_55
44.33,38.18,59.54,20.23,53.32,7.36,62.96,almond_organic_55
42.09,38.94,56.69,20.96,50.85,7.08,52.89,almond_organic_55
44.51,36.12,50.36,21.72,52.28,6.99,55.67,almond_organic_55
40.61,37.45,56.04,20.68,47.96,6.86,53.64,almond_organic_55
40.62,36.58,56.68,21.51,51.24,7.14,60.7,almond_organic_55
43.08,39.36,53.25,21.67,48.0,7.04,60.34,almond_organic_55
44.89,36.4,56.5,21.74,50.07,7.09,54.97,almond_organic_55
41.06,37.66,56.56,19.96,51.12,7.2,59.8,almond_organic_55
39.36,39.31,57.63,21.77,48.85,7.06,60.55,almond_organic_55
46.39,36.9,54.04,21.7,49.66,7.24,59.29,almond_organic_55
43.21,35.0,60.89,18.55,50.03,6.81,61.99,walnut_drought_hardy_55
45.28,37.37,66.05,19.22,51.22,6.95,62.92,walnut_drought_hardy_55
47.66,36.14,63.22,17.86,51.89,6.91,60.86,walnut_drought_hardy_55
45.68,37.91,61.29,19.7,48.76,7.11,59.24,walnut_drought_hardy_55
44.04,38.42,63.94,19.11,51.02,6.93,66.15,walnut_drought_hardy_55
50.25,36.72,68.02,18.49,51.85,6.86,59.63,walnut_drought_hardy_55
48.08,41.77,61.69,20.11,51.09,6.78,56.4,walnut_drought_hardy_55
50.64,36.56,63.97,20.24,52.21,6.81,56.9,walnut_drought_hardy_55
51.61,35.47,65.52,18.39,51.87,6.97,64.66,walnut_drought_hardy_55
46.13,40.65,62.85,18.13,56.0,6.92,63.0,walnut_drought_hardy_55
42.6,36.78,62.47,19.04,52.69,6.73,62.65,walnut_drought_hardy_55
48.93,34.93,59.09,19.27,50.88,6.8,59.82,walnut_drought_hardy_55
44.95,36.59,65.93,19.01,50.51,6.76,56.01,walnut_drought_hardy_55
48.06,34.9,60.28,19.27,53.65,6.7,57.9,walnut_drought_hardy_55
49.16,37.96,64.98,18.56,50.35,6.44,56.06,walnut_drought_hardy_55
47.4,36.97,64.71,18.45,53.24,6.67,61.16,walnut_drought_hardy_55
49.92,38.22,62.27,19.96,54.5,6.89,64.42,walnut_drought_hardy_55
49.28,36.6,64.93,20.29,53.28,6.82,58.65,walnut_drought_hardy_55
46.2,36.42,66.58,18.32,53.62,6.96,61.52,walnut_drought_hardy_55
45.03,36.91,69.98,18.2,52.79,6.89,63.42,walnut_drought_hardy_55
47.31,33.03,61.32,19.26,52.92,7.15,57.51,walnut_drought_hardy_55
48.74,38.66,59.06,18.49,50.2,6.66,62.71,walnut_drought_hardy_55
47.82,34.82,64.18,20.38,54.97,6.74,61.88,walnut_drought_hardy_55
47.79,40.11,62.71,18.3,55.15,6.32,60.04,walnut_drought_hardy_55
50.52,37.08,61.88,19.11,50.54,6.65,65.01,walnut_drought_hardy_55
70.61,45.96,49.52,23.15,63.29,6.28,98.18,sunflower_moist_tolerant_55
70.74,51.22,47.71,24.03,62.92,6.82,100.91,sunflower_moist_tolerant_55
67.54,50.22,43.71,23.55,64.5,6.58,96.34,sunflower_moist_tolerant_55
72.12,51.26,48.51,23.0,60.05,6.51,95.69,sunflower_moist_tolerant_55
61.6,49.08,49.76,23.08,61.0,6.76,99.73,sunflower_moist_tolerant_55
67.04,50.83,47.15,24.45,62.99,6.62,97.76,sunflower_moist_tolerant_55
66.82,54.32,48.32,24.54,62.9,6.57,88.05,sunflower_moist_tolerant_55
66.32,52.29,48.09,23.45,60.86,6.97,88.9,sunflower_moist_tolerant_55
65.74,52.79,50.14,23.76,66.6,6.68,98.55,sunflower_moist_tolerant_55
71.02,51.92,49.0,24.1,63.93,6.63,92.39,sunflower_moist_tolerant_55
66.22,54.21,46.6,23.7,62.48,6.87,97.57,sunflower_moist_tolerant_55
67.91,50.79,43.94,23.5,64.65,6.69,98.54,sunflower_moist_tolerant_55
77.17,50.48,45.2,23.75,61.77,6.83,97.4,sunflower_moist_tolerant_55
68.27,50.32,49.13,24.53,67.21,6.32,92.6,sunflower_moist_tolerant_55
66.63,48.51,49.08,23.34,61.72,6.3,96.33,sunflower_moist_tolerant_55
65.85,49.89,44.6,23.54,62.42,6.52,92.8,sunflower_moist_tolerant_55
67.45,53.88,45.46,24.86,66.43,6.68,96.05,sunflower_moist_tolerant_55
67.37,48.68,46.44,24.15,61.74,6.95,95.56,sunflower_moist_tolerant_55
74.69,50.22,50.58,24.65,62.78,6.41,94.08,sunflower_moist_tolerant_55
68.67,52.72,45.96,23.85,62.66,6.45,99.17,sunflower_moist_tolerant_55
66.68,50.18,44.53,24.49,60.3,6.93,103.06,sunflower_moist_tolerant_55
75.94,49.99,50.75,25.72,63.8,6.53,97.47,sunflower_moist_tolerant_55
66.03,51.44,47.05,24.12,64.65,6.5,93.02,sunflower_moist_tolerant_55
63.04,52.39,46.8,22.8,64.23,6.91,93.34,sunflower_moist_tolerant_55
66.48,46.69,46.06,23.07,63.11,6.14,93.28,sunflower_moist_tolerant_55
39.77,30.48,30.09,25.68,60.34,6.26,69.15,sesame_hill_variety_55
37.91,29.42,29.9,24.83,62.21,6.65,74.03,sesame_hill_variety_55
40.45,29.87,30.21,23.61,58.98,6.53,73.29,sesame_hill_variety_55
39.34,33.3,28.78,24.29,58.59,7.1,71.81,sesame_hill_variety_55
38.51,33.93,30.64,23.35,57.85,6.48,67.16,sesame_hill_variety_55
41.69,31.55,30.71,23.64,63.5,6.18,69.61,sesame_hill_variety_55
38.38,32.4,31.23,23.77,58.05,6.88,73.5,sesame_hill_variety_55
37.93,31.72,30.49,22.51,58.93,6.72,69.87,sesame_hill_variety_55
36.95,32.12,26.68,24.37,60.51,6.88,72.53,sesame_hill_variety_55
45.29,30.43,28.49,22.95,60.92,6.52,67.18,sesame_hill_variety_55
40.65,28.22,28.66,24.28,62.42,7.03,66.88,sesame_hill_variety_55
42.04,30.93,29.26,24.65,58.41,6.67,67.14,sesame_hill_variety_55
39.27,33.4,29.74,24.75,55.86,6.46,65.18,sesame_hill_variety_55
38.78,33.85,28.79,24.52,60.78,6.69,67.42,sesame_hill_variety_55
38.92,30.62,29.84,24.73,64.03,6.4,69.48,sesame_hill_variety_55
38.56,30.93,29.22,25.51,60.17,6.47,69.78,sesame_hill_variety_55
39.26,32.53,27.28,25.39,59.45,6.32,67.53,sesame_hill_variety_55
39.41,34.96,26.51,24.13,62.91,6.51,68.72,sesame_hill_variety_55
42.41,33.51,27.34,23.75,60.48,6.77,65.22,sesame_hill_variety_55
40.5,33.72,26.93,25.92,58.21,6.52,72.81,sesame_hill_variety_55
40.94,29.69,26.11,24.23,56.96,6.71,68.84,sesame_hill_variety_55
42.43,34.4,30.2,24.01,55.67,6.72,69.56,sesame_hill_variety_55
36.46,30.89,31.29,25.24,58.15,6.67,64.97,sesame_hill_variety_55
38.77,30.86,28.16,24.82,60.56,6.47,71.81,sesame_hill_variety_55
41.7,33.25,29.73,25.31,60.28,6.42,70.51,sesame_hill_variety_55
34.9,55.58,43.91,27.99,54.97,6.38,65.61,groundnut_plains_variety_55
33.85,52.91,38.56,28.61,57.26,6.61,63.86,groundnut_plains_variety_55
